"Intput.file1","Input.word11","Input.word12","Input.word13","Input.word14","Input.word15","Timestamp","Input.rightAnswer1","Answer.wordchoice1","RejectionTime","WorkerId"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_006.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185647","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_006.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185701","ma2","[don't know]","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_005.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185713","ma4","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_006.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185734","ma4","[don't know]","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_007.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185739","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_007.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185752","ma2","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_008.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185758","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_007.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185801","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_005.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185805","ma3","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_006.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185808","ma3","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_007.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185818","ma3","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_008.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185827","ma4","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_008.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185832","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_008.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185835","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_009.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185845","ma2","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_009.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185854","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_009.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185857","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_010.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185903","ma2","[don't know]","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_010.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185906","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_009.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185915","ma1","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_010.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185918","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_011.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185922","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_011.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185928","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_012.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185939","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_011.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185942","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_012.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185945","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_010.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T185951","ma3","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_011.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190002","ma3","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_012.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190007","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_012.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190013","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_013.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190016","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_013.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190019","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_013.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190025","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_013.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190028","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_014.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190031","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_015.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190034","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_016.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190040","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_014.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190043","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_014.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190046","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_015.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190052","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_015.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190056","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_014.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190104","ma3","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_016.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190112","ma1","[don't know]","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_015.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190115","ma3","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_016.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190124","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_016.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190130","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_017.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190133","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_017.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190138","ma1","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_017.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190147","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_017.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190151","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_018.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190154","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_018.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190159","ma3","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_018.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190208","ma2","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_019.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190217","ma4","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_019.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190221","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_019.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190429","ma3","[don't know]","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_018.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190432","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_020.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190438","ma4","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_019.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190448","ma1","[don't know]","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_020.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190454","ma3","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_020.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190503","ma1","[don't know]","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_020.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190509","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_021.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190520","ma4","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_021.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190530","ma2","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_021.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190532","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_022.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190538","ma4","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_021.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190547","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_023.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190550","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_022.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190556","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_023.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190605","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_022.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190610","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_023.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190619","ma1","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_024.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190624","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_022.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190628","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_024.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190631","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_023.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190645","ma2","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_024.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190657","ma3","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_024.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190703","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_025.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190709","ma2","[don't know]","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_025.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190715","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_025.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190718","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_026.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190723","ma1","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_026.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T190730","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_025.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191019","ma3","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_026.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191022","ma2","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_027.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191025","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_027.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191031","ma4","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_027.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191034","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_028.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191042","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_028.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191047","ma4","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_026.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191050","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_027.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191052","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_028.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191056","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_028.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191102","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_029.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191105","ma1","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_029.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191114","ma4","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_030.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191121","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_029.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191124","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_030.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191127","ma3","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_030.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191129","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_031.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191133","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_031.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191136","ma1","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_032.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191140","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_031.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191146","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_032.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191148","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_029.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191151","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_032.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191154","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_030.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191200","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_031.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191209","ma2","[don't know]","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_032.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191212","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_033.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191219","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_033.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191222","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_033.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191225","ma2","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_034.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191228","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_033.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191231","ma3","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_034.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191235","ma3","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_035.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191238","ma2","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_034.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191249","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_034.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191252","ma1","ma1","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma2_bpsczhou_snr-25_036.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191255","ma2","ma2","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_035.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191258","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma4_bpsczhou_snr-25_036.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191301","ma4","ma4","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma1_bpsczhou_snr-25_035.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191307","ma1","ma3","","czhou"
"/Users/zhaomengxuan/Documents/bubble noise/czhou-zhe_shi_ma_zi/bpsczhou/ma3_bpsczhou_snr-25_035.wav","ma1","ma2","ma3","ma4","[don't know]","20181012T191310","ma3","ma2","","czhou"
